PlaceID,Year,LandPrice
535.5617459286256
1387,1992,614.5291521053325
1387,1993,531.236725552479
1387,1994,591.5493824834126
1387,1995,591.5493824834126
1387,1996,520.6183568776746
1387,1997,535.5985500796751
1387,1998,501.33396442350283
1387,1999,501.33396442350283
1387,2000,657.9565021391453
1387,2001,501.33396442350283
1387,2002,537.7961650610031
1387,2003,551.4103699323537
1387,2004,556.0695687255617
1387,2005,575.3067093094771
1387,2006,530.0249122016609
1387,2007,531.236725552479
1387,2008,530.0249122016609
1387,2009,501.33396442350283
1387,2010,530.0249122016609
1387,2011,501.33396442350283
1387,2012,535.5985500796751
1387,2013,211.8598679262742
1419,1992,181.50013359812394
1419,1993,211.8598679262742
1419,1994,239.72925152286544
1419,1995,250.0992030534543
1419,1996,239.72925152286544
1419,1997,180.26040490758749
1419,1998,211.8598679262742
1419,1999,250.0992030534543
1419,2000,211.8598679262742
1419,2001,227.18679194249785
1419,2002,182.4384686324578
1419,2003,180.28280986280106
1419,2004,182.4384686324578
1419,2005,180.28280986280106
1419,2006,211.8598679262742
1419,2007,198.62403099867686
1419,2008,182.4384686324578
1419,2009,239.72925152286544
1419,2010,175.1381856208803
1419,2011,180.26040490758749
1419,2012,211.8598679262742
1419,2013,278.79148470169963
1451,1992,358.5948218718315
1451,1993,384.5657573358978
1451,1994,398.18609806459926
1451,1995,398.18609806459926
1451,1996,384.5657573358978
1451,1997,358.5948218718315
1451,1998,358.5948218718315
1451,1999,398.18609806459926
1451,2000,393.15366236793517
1451,2001,405.10263491835855
1451,2002,314.3340352832912
1451,2003,393.15366236793517
1451,2004,378.29768244356967
1451,2005,393.15366236793517
1451,2006,418.3201963315636
1451,2007,393.15366236793517
1451,2008,371.6012464899737
1451,2009,445.53376683921306
1451,2010,405.10263491835855
1451,2011,418.3201963315636
1451,2012,418.3201963315636
1451,2013,237.54838923667126
1483,1992,343.1525719267884
1483,1993,229.84586739595693
1483,1994,362.85543249852657
1483,1995,362.85543249852657
1483,1996,237.82694617973203
1483,1997,326.3322343261173
1483,1998,326.3322343261173
1483,1999,391.5044150785672
1483,2000,391.5044150785672
1483,2001,371.8043630285887
1483,2002,314.6567686347308
1483,2003,343.1525719267884
1483,2004,326.3322343261173
1483,2005,311.0053103098938
1483,2006,326.3322343261173
1483,2007,326.3322343261173
1483,2008,326.3322343261173
1483,2009,391.5044150785672
1483,2010,362.85543249852657
1483,2011,360.6282888711059
1483,2012,377.8840743498657
1483,2013,775.7568699864529
1515,1992,775.7568699864529
1515,1993,872.7805933926078
1515,1994,676.9675283056191
1515,1995,775.7568699864529
1515,1996,676.9675283056191
1515,1997,872.7805933926078
1515,1998,859.4979331554488
1515,1999,859.4979331554488
1515,2000,859.4979331554488
1515,2001,961.65749444998
1515,2002,609.1181957626667
1515,2003,872.7805933926078
1515,2004,803.7571847497006
1515,2005,803.7571847497006
1515,2006,1029.9536955586877
1515,2007,775.7568699864529
1515,2008,948.3205624336806
1515,2009,773.4065909609753
1515,2010,1863.1891561910015
1515,2011,1061.5534777740693
1515,2012,1029.9536955586877
1515,2013,644.8269794873329
1579,1992,477.7621995584757
1579,1993,791.9996883719251
1579,1994,1015.4449109903034
1579,1995,959.7041625845551
1579,1996,1015.4449109903034
1579,1997,791.9996883719251
1579,1998,642.3542637960338
1579,1999,791.9996883719251
1579,2000,643.3212768771482
1579,2001,642.3542637960338
1579,2002,477.7621995584757
