PlaceID,Year,LandPrice
1387,1992,1010.8828963174117
1387,1993,668.210920970028
1387,1994,668.8677198844537
1387,1995,805.0917702954705
1387,1996,586.1605616153855
1387,1997,659.1043195503129
1387,1998,625.2210623442206
1387,1999,537.89288008145
1387,2000,636.5481850753267
1387,2001,517.2512277447654
1387,2002,486.47179189952726
1387,2003,416.8274269154252
1387,2004,416.8274269154252
1387,2005,416.8274269154252
1387,2006,393.937018514359
1387,2007,390.9114312275161
1387,2008,390.09806519209405
1387,2009,306.2924069527171
1387,2010,310.0794431287099
1387,2011,295.81486243648527
1387,2012,295.1346250884285
1387,2013,156.55621299765644
1419,1992,133.15313705825423
1419,1993,151.14896876397495
1419,1994,170.30262644815338
1419,1995,182.5624436235488
1419,1996,176.36167353441638
1419,1997,158.53818154702077
1419,1998,157.8134018474046
1419,1999,173.79886344800173
1419,2000,153.29910116573356
1419,2001,164.13416759948768
1419,2002,126.88736298346547
1419,2003,140.4685037850371
1419,2004,122.17175321391512
1419,2005,131.6629935356254
1419,2006,131.843165591819
1419,2007,123.11952920105594
1419,2008,108.5553643412687
1419,2009,126.60995523699833
1419,2010,94.21248851906023
1419,2011,103.03983517235643
1419,2012,100.3516488176182
1419,2013,222.893123634525
1451,1992,394.94440884759786
1451,1993,380.3132171386188
1451,1994,402.9314969659647
1451,1995,402.9314969659647
1451,1996,418.7171795690584
1451,1997,389.8236417213809
1451,1998,388.0481354513271
1451,1999,328.18157240325286
1451,2000,328.2416768403372
1451,2001,326.5885278952319
1451,2002,301.5585090738636
1451,2003,313.83876442860304
1451,2004,290.0140855778939
1451,2005,282.0249674747855
1451,2006,303.24078271482256
1451,2007,265.0466910845799
1451,2008,266.2837001684621
1451,2009,289.076214246555
1451,2010,218.23621741862723
1451,2011,221.14183430812602
1451,2012,216.07839744626344
1451,2013,186.07395338036622
1483,1992,317.4771425397871
1483,1993,219.74905580630247
1483,1994,321.6840361550199
1483,1995,321.6840361550199
1483,1996,188.37272214614535
1483,1997,294.2774554818258
1483,1998,292.93601418286966
1483,1999,324.9497869950035
1483,2000,328.43502409688494
1483,2001,293.75205173249253
1483,2002,285.95878853091875
1483,2003,252.4881167921395
1483,2004,235.853031543111
1483,2005,264.64593245917
1483,2006,191.06867834313567
1483,2007,191.06867834313567
1483,2008,186.9098189027689
1483,2009,200.61248854102413
1483,2010,165.52792242561884
1483,2011,153.6731456263886
1483,2012,150.14757058310983
1483,2013,570.5800840445079
1515,1992,578.2544620783666
1515,1993,614.3334181288702
1515,1994,454.99933135924084
1515,1995,503.2458702012405
1515,1996,458.16031014241173
1515,1997,616.6415457093345
1515,1998,560.6404509611752
1515,1999,539.5778013514199
1515,2000,556.6642178288604
1515,2001,551.2064358391514
1515,2002,349.24185421204635
1515,2003,467.3382907037516
1515,2004,398.26314271114427
1515,2005,398.26314271114427
1515,2006,512.0680484244992
1515,2007,371.17446400486335
1515,2008,443.9869503667601
1515,2009,446.9274941042797
1515,2010,455.87627725474243
1515,2011,502.91635908183804
1515,2012,466.3505005146009
1515,2013,827.5670268290775
1579,1992,697.711976489244
1579,1993,823.6284712878457
1579,1994,979.5869313523489
1579,1995,979.5869313523489
1579,1996,997.5324375975563
1579,1997,834.8066411305427
1579,1998,650.6407837144064
1579,1999,778.6097611442129
1579,2000,664.2588793701511
1579,2001,629.5182934286318
1579,2002,622.4793499870972
1579,2003,711.0764634180643
1579,2004,598.3006440195204
1579,2005,574.1587571779104
1579,2006,507.37242652010144
1579,2007,498.75463667819713
1579,2008,549.4793000114408
1579,2009,584.6856344874453
1579,2010,457.9178466722454
1579,2011,433.2607426655599
1579,2012,500.0096125173974
1579,2013,1602.8614868188
1643,1992,899.3468531592864
1643,1993,2412.8296972279068
1643,1994,2332.5671647520444
1643,1995,1547.091603603434
1643,1996,1502.2891159664593
1643,1997,1295.391091298494
1643,1998,1341.6254349886335
1643,1999,1123.795209906357
1643,2000,1058.3150965691273
1643,2001,1317.948104424053
1643,2002,808.9916736165325
1643,2003,1171.0674668137287
1643,2004,881.1592168759787
1643,2005,972.5631898333944
1643,2006,1017.4077765135107
1643,2007,816.797705483341
1643,2008,808.8483690797397
1643,2009,1022.1227428936463
1643,2010,865.1853653731023
1643,2011,774.4752678880945
1643,2012,736.2938248566236
1643,2013,344.04520838596017
12,1992,348.45326595090694
12,1993,453.88589674391676
12,1994,423.97591421512107
12,1995,453.88589674391676
12,1996,424.01986924016904
12,1997,438.8138374516458
12,1998,452.6287541628761
12,1999,415.3672992611312
12,2000,409.36992241434893
12,2001,414.3871579622956
12,2002,420.15708672296347
12,2003,432.0839263138997
12,2004,376.1608161347305
12,2005,394.325115056574
12,2006,359.00206511242885
12,2007,350.10725695443205
12,2008,354.0335390825033
12,2009,319.19936336553627
12,2010,312.1076857429437
12,2011,258.8081741109048
12,2012,268.50038996288674
12,2013,1628.9172826081217
778,1992,1633.6592808877651
778,1993,1178.5343256271237
778,1994,1424.432401609745
778,1995,1258.9844469904842
778,1996,1198.116355116501
778,1997,1181.2979402236952
778,1998,1057.4714428098214
778,1999,804.8857095918878
778,2000,762.4507057023849
778,2001,754.9789200320843
778,2002,886.3701285304239
778,2003,641.2365929017739
778,2004,659.561190161399
778,2005,640.1648610411374
778,2006,680.2950497753862
778,2007,555.6523049981812
778,2008,533.6550775626163
778,2009,585.6961544160114
778,2010,473.21035065239926
778,2011,590.4695383529521
778,2012,578.5477579241085
778,2013,1487.4957720335583
746,1992,1831.4140969020098
746,1993,987.6512506312172
746,1994,1353.6700382302452
746,1995,1332.2350695065354
746,1996,936.0064064340904
746,1997,1299.7839030104292
746,1998,1222.6759256224284
746,1999,1017.6856332108438
746,2000,937.4311564139333
746,2001,904.4807188227759
746,2002,760.5001655034658
746,2003,768.2447982151514
746,2004,679.4349439969067
746,2005,741.2736074309198
746,2006,690.0296172998411
746,2007,693.4229492892274
746,2008,678.5664151923165
746,2009,569.3341522053281
746,2010,576.3628845069958
746,2011,564.6404998266735
746,2012,563.3441705579936
746,2013,430.51789739650707
714,1992,419.730797933027
714,1993,282.7328273011605
714,1994,365.3743989773964
714,1995,424.6324359482539
714,1996,352.5986768150156
714,1997,266.85279161853606
714,1998,298.7023531952311
714,1999,316.4152457814223
714,2000,261.4584482746159
714,2001,277.1395245157232
714,2002,209.36796458145236
714,2003,318.46986368958363
714,2004,201.76072815893406
714,2005,277.89910784660015
714,2006,218.216360254673
714,2007,190.5352589424733
714,2008,232.05887393234278
714,2009,225.72859330758962
714,2010,180.88750981880705
714,2011,164.95128632855003
714,2012,184.92744408579662
714,2013,157.03984100464612
1352,1992,188.91258576881418
1352,1993,197.3246114627288
1352,1994,258.3390950157939
1352,1995,258.3390950157939
1352,1996,235.70804565738652
1352,1997,258.33073358607754
1352,1998,267.87473270651884
1352,1999,290.6380565403594
1352,2000,224.35584056941542
1352,2001,229.46827786849502
1352,2002,177.75584644680973
1352,2003,207.333796957191
1352,2004,175.85977438944528
1352,2005,161.38306178891057
1352,2006,212.02969777830123
1352,2007,194.67211902706785
1352,2008,194.67211902706785
1352,2009,163.42993819705137
1352,2010,165.45635378780273
1352,2011,149.3251351149194
1352,2012,145.89866736841844
1352,2013,143.21823105774666
1416,1992,101.34099635312283
1416,1993,147.86303712189843
1416,1994,127.95129681483189
1416,1995,127.19335908969097
1416,1996,132.77082533774507
1416,1997,91.36147499309229
1416,1998,100.21473373146874
1416,1999,129.5983908356559
1416,2000,110.44076078024408
1416,2001,109.90145327698818
1416,2002,85.10740429932805
1416,2003,82.40861472104467
1416,2004,81.98506165124051
1416,2005,83.71772517062128
1416,2006,81.1626429755572
1416,2007,74.3796943579474
1416,2008,76.9485712241287
1416,2009,101.01035091710354
1416,2010,87.89222315114296
1416,2011,82.76018562650404
1416,2012,68.50745755697622
1416,2013,302.206028772812
1614,1992,241.37000639648653
1614,1993,460.73380715907837
1614,1994,572.7984812817766
