PlaceID,Year,LandPrice
1387,1992,521.9271747840879
1387,1993,474.26665056475304
1387,1994,450.893140320453
1387,1995,521.9271747840879
1387,1996,401.73541939243154
1387,1997,458.30055379507746
1387,1998,438.83968763436405
1387,1999,438.83968763436405
1387,2000,514.3770723173176
1387,2001,438.83968763436405
1387,2002,418.0313555942745
1387,2003,439.82878968995095
1387,2004,439.82878968995095
1387,2005,472.3661925560529
1387,2006,452.07015852208104
1387,2007,491.7437622273767
1387,2008,449.6321362436642
1387,2009,438.83968763436405
1387,2010,466.4003939714694
1387,2011,450.893140320453
1387,2012,458.30055379507746
1387,2013,175.61895858036078
1419,1992,157.31780407628924
1419,1993,170.38158550401477
1419,1994,148.55363451766624
1419,1995,189.6237699080874
1419,1996,148.55363451766624
1419,1997,165.41517145288333
1419,1998,170.38158550401477
1419,1999,189.6237699080874
1419,2000,175.61895858036078
1419,2001,148.55363451766624
1419,2002,144.76846142768122
1419,2003,165.41517145288333
1419,2004,144.76846142768122
1419,2005,154.82209514958637
1419,2006,175.61895858036078
1419,2007,168.23975877304258
1419,2008,144.76846142768122
1419,2009,148.55363451766624
1419,2010,147.46644740022165
1419,2011,165.41517145288333
1419,2012,170.38158550401477
1419,2013,197.47732380726862
1451,1992,327.4340773358778
1451,1993,290.7092519751808
1451,1994,299.00725573957146
1451,1995,299.00725573957146
1451,1996,310.3684628267341
1451,1997,333.7220901774462
1451,1998,327.4340773358778
1451,1999,308.07440578514814
1451,2000,290.7092519751808
1451,2001,299.00725573957146
1451,2002,305.57576531254705
1451,2003,306.15443038388753
1451,2004,315.09856717362135
1451,2005,290.7092519751808
1451,2006,359.8730127995251
1451,2007,306.15443038388753
1451,2008,310.3684628267341
1451,2009,441.0331874672365
1451,2010,299.00725573957146
1451,2011,355.8367593493808
1451,2012,355.8367593493808
1451,2013,191.57108724552228
1483,1992,269.76421062193646
1483,1993,185.3542356380849
1483,1994,292.4926724336367
1483,1995,292.4926724336367
1483,1996,178.62254400711416
1483,1997,246.62746225448822
1483,1998,250.17810315418237
1483,1999,290.5631837490866
1483,2000,307.6783574022431
1483,2001,295.71591214646594
1483,2002,234.12303453430897
1483,2003,269.76421062193646
1483,2004,250.17810315418237
1483,2005,237.6236144013089
1483,2006,240.65445790435456
1483,2007,250.17810315418237
1483,2008,246.62746225448822
1483,2009,307.6783574022431
1483,2010,286.8871007693852
1483,2011,298.90388824101865
